Time;Temp1;OldTemp2;OldLight
00:00;-3.9;154813184.0;4230.0
00:10;-4.1;154814179.9;1937.0
00:20;-4.4;154815175.5;6146.0
00:30;-4.6;154816171.0;740.0
00:40;-4.5;154817166.5;8949.0
00:50;-4.4;154818162.1;4859.0
01:00;-4.5;154819157.7;225.0
01:10;-4.7;154820152.9;605.0
01:20;-4.6;154821148.3;1425.0
01:30;-4.8;154822143.5;8161.0
01:40;-4.9;154823138.7;3014.0
01:50;-4.7;154824134.0;5692.0
02:00;-4.6;154825129.3;6704.0
02:10;-4.5;154826124.9;4355.0
02:20;-4.4;154827120.5;2788.0
02:30;-4.3;154828116.2;7896.0
02:40;-4.7;154829111.5;2430.0
02:50;-4.9;154830106.6;9192.0
03:00;-4.9;154831101.7;8403.0
03:10;-4.6;154832097.1;6374.0
03:20;-4.6;154833092.5;7410.0
03:30;-4.1;154834088.5;8015.0
03:40;-4.0;154835084.5;4039.0
03:50;-4.0;154836080.4;8721.0
04:00;-4.0;154837076.5;8580.0
04:10;-3.9;154838072.6;5864.0
04:20;-3.8;154839068.8;5413.0
04:30;-4.0;154840064.8;4876.0
04:40;-3.9;154841060.9;3685.0
04:50;-4.0;154842056.9;3265.0
05:00;-4.0;154843052.9;9407.0
05:10;-4.9;154844048.0;3663.0
05:20;-4.1;154845043.9;9842.0
05:30;-3.7;154846040.2;4583.0
05:40;-3.7;154847036.5;8340.0
05:50;-3.8;154848032.7;918.0
06:00;-3.6;154849029.2;931.0
06:10;-3.6;154850025.6;1613.0
06:20;-3.6;154851021.9;4399.0
06:30;-3.7;154852018.3;513.0
06:40;-3.8;154853014.5;5086.0
06:50;-3.8;154854010.7;5636.0
07:00;-3.8;154855006.9;3936.0
07:10;-3.6;154856003.3;7562.0
07:20;-3.6;154856999.7;2440.0
07:30;-3.6;154857996.1;4649.0
07:40;-3.6;154858992.5;3819.0
07:50;-3.7;154859988.8;4630.0
08:00;-3.7;154860985.2;5126.0
08:10;-3.6;154861981.5;5754.0
08:20;-3.6;154862977.9;3231.0
08:30;-3.6;154863974.3;7154.0
08:40;-3.5;154864970.8;6645.0
08:50;-3.4;154865967.3;6770.0
09:00;-3.4;154866964.0;1799.0
09:10;-3.3;154867960.7;3673.0
09:20;-3.2;154868957.4;7219.0
09:30;-3.2;154869954.3;3179.0
09:40;-3.2;154870951.1;3361.0
09:50;-3.1;154871948.0;109.0
10:00;-3.1;154872944.9;9487.0
10:10;-3.1;154873941.8;1879.0
10:20;-3.1;154874938.7;4205.0
10:30;-3.0;154875935.7;8748.0
10:40;-2.8;154876932.9;3523.0
10:50;-2.6;154877930.4;5572.0
11:00;-2.6;154878927.7;1080.0
11:10;-2.6;154879925.1;5930.0
11:20;-2.5;154880922.6;4040.0
11:30;-2.5;154881920.1;7694.0
11:40;-2.5;154882917.6;9855.0
11:50;-2.5;154883915.1;4184.0
12:00;-2.3;154884912.8;4346.0
12:10;-2.3;154885910.5;5417.0
12:20;-2.1;154886908.4;2542.0
12:30;-2.3;154887906.1;1978.0
12:40;-2.5;154888903.6;9051.0
12:50;-2.6;154889901.0;4725.0
13:00;-2.7;154890898.4;6184.0
13:10;-2.7;154891895.7;9562.0
13:20;-2.6;154892893.1;1889.0
13:30;-2.5;154893890.6;9728.0
13:40;-2.5;154894888.1;3554.0
13:50;-2.7;154895885.4;4752.0
14:00;-2.9;154896882.6;6681.0
14:10;-3.0;154897879.6;4101.0
14:20;-2.9;154898876.7;8556.0
14:30;-2.9;154899873.8;4876.0
14:40;-2.9;154900870.9;5171.0
14:50;-3.0;154901867.9;3997.0
15:00;-3.2;154902864.7;1977.0
15:10;-3.1;154903861.6;4029.0
15:20;-3.1;154904858.6;8834.0
15:30;-3.1;154905855.5;1252.0
15:40;-3.0;154906852.5;6762.0
15:50;-3.1;154907849.3;1225.0
16:00;-3.3;154908846.0;728.0
16:10;-3.3;154909842.7;7703.0
16:20;-3.3;154910839.5;7077.0
16:30;-3.2;154911836.2;9651.0
16:40;-3.2;154912833.1;2047.0
16:50;-3.2;154913829.9;3300.0
17:00;-3.2;154914826.7;6373.0
17:10;-3.2;154915823.5;6888.0
17:20;-3.2;154916820.3;3099.0
17:30;-3.2;154917817.1;4753.0
17:40;-3.2;154918813.8;9794.0
17:50;-3.3;154919810.6;7739.0
18:00;-3.3;154920807.3;2474.0
