Time;Temp1;Temp2;Light
00:00;0.6;275541294.3;2468.0
00:10;0.5;275542294.8;4242.0
00:20;0.5;275543295.3;6846.0
00:30;-0.5;275544294.8;4472.0
00:40;-0.3;275545294.5;3730.0
00:50;0.2;275546294.7;3536.0
01:00;0.2;275547294.9;8623.0
01:10;0.5;275548295.4;6445.0
01:20;0.4;275549295.8;8623.0
01:30;0.5;275550296.3;7911.0
01:40;0.4;275551296.7;9812.0
01:50;0.4;275552297.1;2425.0
02:00;0.7;275553297.8;6808.0
02:10;0.8;275554298.6;9505.0
02:20;0.4;275555298.9;9048.0
02:30;0.4;275556299.3;9304.0
02:40;0.3;275557299.7;513.0
02:50;0.3;275558299.9;2218.0
03:00;0.4;275559300.3;5278.0
03:10;0.5;275560300.8;4807.0
03:20;0.5;275561301.3;9580.0
03:30;0.4;275562301.8;5791.0
03:40;0.2;275563302.0;1228.0
03:50;0.6;275564302.6;4904.0
04:00;0.4;275565303.0;9645.0
04:10;0.6;275566303.6;2428.0
04:20;0.2;275567303.8;7148.0
04:30;0.2;275568304.0;9203.0
04:40;0.1;275569304.1;8961.0
04:50;-0.1;275570304.0;1149.0
05:00;-0.1;275571303.9;5753.0
05:10;0.2;275572304.0;4177.0
05:20;-0.3;275573303.7;7185.0
05:30;-1.3;275574302.4;9260.0
05:40;-0.1;275575302.3;945.0
05:50;0.4;275576302.8;3486.0
06:00;0.4;275577303.2;7517.0
06:10;0.4;275578303.6;6875.0
06:20;0.7;275579304.3;5650.0
06:30;1.4;275580305.7;8693.0
06:40;2.0;275581307.7;712.0
06:50;2.3;275582310.0;65.0
07:00;2.7;275583312.6;2481.0
07:10;3.0;275584315.6;5223.0
07:20;3.8;275585319.4;2086.0
07:30;4.6;275586324.0;6381.0
07:40;5.3;275587329.3;7139.0
07:50;4.5;275588333.8;8451.0
08:00;4.5;275589338.3;4762.0
08:10;4.6;275590342.9;2400.0
08:20;5.1;275591348.0;4751.0
08:30;5.4;275592353.4;9978.0
08:40;5.7;275593359.1;1686.0
08:50;5.8;275594365.0;5342.0
09:00;6.1;275595371.1;2333.0
09:10;6.5;275596377.6;1794.0
09:20;6.7;275597384.4;2367.0
09:30;7.2;275598391.6;2209.0
09:40;7.3;275599398.9;5885.0
09:50;7.3;275600406.2;9313.0
10:00;7.8;275601414.0;5282.0
10:10;7.9;275602421.9;8385.0
10:20;8.1;275603430.0;9584.0
10:30;8.4;275604438.3;8597.0
10:40;8.7;275605447.0;8607.0
10:50;9.1;275606456.1;4606.0
11:00;9.1;275607465.2;3261.0
11:10;9.1;275608474.3;3378.0
11:20;9.2;275609483.5;3587.0
11:30;9.5;275610493.0;6681.0
11:40;9.6;275611502.6;326.0
11:50;9.6;275612512.2;1873.0
12:00;9.9;275613522.1;3619.0
12:10;10.0;275614532.2;7901.0
12:20;10.1;275615542.3;5521.0
12:30;10.3;275616552.6;2052.0
12:40;10.4;275617563.1;4188.0
12:50;10.8;275618573.8;7448.0
13:00;10.4;275619584.2;2853.0
13:10;10.7;275620594.9;3144.0
13:20;10.6;275621605.5;6377.0
13:30;10.9;275622616.3;9210.0
13:40;11.1;275623627.4;2050.0
13:50;10.9;275624638.3;653.0
14:00;11.0;275625649.3;531.0
14:10;10.9;275626660.1;2505.0
14:20;10.9;275627671.0;6609.0
14:30;11.1;275628682.1;4278.0
14:40;11.2;275629693.3;8713.0
14:50;11.2;275630704.5;6084.0
15:00;11.3;275631715.8;3383.0
15:10;11.1;275632726.9;6681.0
15:20;11.1;275633738.0;2819.0
15:30;11.2;275634749.2;2810.0
15:40;11.2;275635760.3;529.0
15:50;11.2;275636771.6;1873.0
16:00;11.3;275637782.8;3520.0
16:10;11.1;275638794.0;7055.0
16:20;11.1;275639805.0;6388.0
16:30;11.0;275640816.1;7867.0
16:40;11.2;275641827.3;5190.0
16:50;11.1;275642838.4;6351.0
17:00;11.1;275643849.5;9024.0
17:10;11.1;275644860.5;1318.0
17:20;10.8;275645871.4;7280.0
17:30;10.7;275646882.0;5815.0
17:40;10.4;275647892.4;8537.0
17:50;10.2;275648902.6;2915.0
18:00;9.9;275649912.5;4576.0
18:10;9.5;275650922.0;7702.0
18:20;9.3;275651931.3;1408.0
18:30;8.2;275652939.4;6242.0
18:40;8.4;275653947.8;8535.0
18:50;8.0;275654955.8;7467.0
19:00;7.5;275655963.4;3618.0
19:10;7.4;275656970.8;1644.0
19:20;6.9;275657977.7;131.0
19:30;6.4;275658984.1;6210.0
19:40;6.1;275659990.1;2253.0
19:50;6.3;275660996.4;166.0
20:00;6.1;275662002.5;5286.0
20:10;6.1;275663008.6;8877.0
20:20;6.0;275664014.6;3456.0
20:30;5.9;275665020.5;5885.0
20:40;5.8;275666026.4;2375.0
20:50;5.7;275667032.1;2352.0
21:00;5.6;275668037.7;2340.0
21:10;5.4;275669043.1;5125.0
21:20;4.6;275670047.7;4839.0
21:30;4.6;275671052.2;4169.0
21:40;4.8;275672057.0;6392.0
21:50;4.3;275673061.3;2570.0
22:00;4.0;275674065.3;8161.0
22:10;4.9;275675070.2;2554.0
22:20;5.6;275676075.8;1540.0
22:30;5.5;275677081.3;9186.0
22:40;5.9;275678087.2;7235.0
22:50;6.4;275679093.6;4551.0
23:00;6.6;275680100.3;6666.0
23:10;6.0;275681106.3;393.0
23:20;5.7;275682112.0;8807.0
23:30;5.3;275683117.3;4390.0
23:40;4.5;275684121.8;490.0
23:50;4.9;275685126.8;4515.0
