Time;Temp1;Temp2;Light
00:00;16.2;85646282.5;3859.0
00:10;16.2;85647298.7;5662.0
00:20;15.4;85648314.1;8158.0
00:30;15.0;85649329.1;4100.0
00:40;15.1;85650344.2;449.0
00:50;14.9;85651359.2;107.0
01:00;15.0;85652374.2;5467.0
01:10;15.4;85653389.6;4615.0
01:20;15.9;85654405.5;2049.0
01:30;16.1;85655421.6;7748.0
01:40;15.9;85656437.6;9875.0
01:50;15.3;85657452.9;3704.0
02:00;15.2;85658468.1;9075.0
02:10;15.2;85659483.3;8956.0
02:20;15.6;85660498.9;3382.0
02:30;15.5;85661514.4;5401.0
02:40;15.5;85662529.9;404.0
02:50;15.6;85663545.5;4548.0
03:00;15.6;85664561.1;2097.0
03:10;15.8;85665576.9;345.0
03:20;15.7;85666592.6;2585.0
03:30;15.6;85667608.2;5566.0
03:40;15.8;85668624.1;5707.0
03:50;16.0;85669640.0;2678.0
04:00;15.6;85670655.6;1279.0
04:10;15.7;85671671.3;1329.0
04:20;15.8;85672687.0;407.0
04:30;16.0;85673703.1;3039.0
04:40;16.1;85674719.1;7047.0
04:50;15.8;85675734.9;5662.0
05:00;15.7;85676750.6;9659.0
05:10;15.4;85677766.0;5443.0
05:20;15.4;85678781.5;7209.0
05:30;15.9;85679797.3;7319.0
05:40;16.4;85680813.8;3392.0
05:50;17.0;85681830.8;7826.0
06:00;17.3;85682848.1;2861.0
06:10;17.7;85683865.8;678.0
06:20;17.9;85684883.7;117.0
06:30;18.4;85685902.1;5211.0
06:40;19.1;85686921.2;4131.0
06:50;19.5;85687940.7;4156.0
07:00;20.4;85688961.1;3771.0
07:10;21.5;85689982.6;1651.0
07:20;21.8;85691004.4;2948.0
07:30;22.9;85692027.3;8210.0
07:40;22.4;85693049.8;4073.0
07:50;22.1;85694071.9;7891.0
08:00;24.4;85695096.3;1623.0
08:10;24.0;85696120.3;3134.0
08:20;22.7;85697143.0;9025.0
08:30;23.3;85698166.3;6662.0
08:40;23.3;85699189.6;6190.0
08:50;23.4;85700213.1;3130.0
09:00;23.0;85701236.0;2169.0
09:10;22.9;85702259.0;2200.0
09:20;23.0;85703282.0;7879.0
09:30;22.3;85704304.3;7706.0
09:40;22.0;85705326.3;9288.0
09:50;22.0;85706348.3;9597.0
10:00;22.1;85707370.4;4594.0
10:10;22.4;85708392.7;8094.0
10:20;22.6;85709415.3;5354.0
10:30;22.7;85710438.0;7006.0
10:40;22.8;85711460.8;5616.0
10:50;22.6;85712483.4;9457.0
11:00;22.6;85713506.0;3620.0
11:10;23.1;85714529.1;3706.0
11:20;23.3;85715552.4;7106.0
11:30;23.3;85716575.7;9492.0
11:40;23.5;85717599.2;9706.0
11:50;23.9;85718623.1;2555.0
12:00;23.7;85719646.7;5700.0
12:10;23.8;85720670.5;7359.0
12:20;23.6;85721694.1;4108.0
12:30;22.8;85722716.9;7994.0
12:40;22.7;85723739.6;8656.0
12:50;22.8;85724762.4;4428.0
13:00;22.6;85725785.0;5397.0
13:10;22.2;85726807.2;8918.0
13:20;22.5;85727829.7;7645.0
13:30;23.0;85728852.7;4742.0
13:40;22.4;85729875.1;754.0
13:50;22.1;85730897.2;5373.0
14:00;21.9;85731919.1;1748.0
14:10;21.8;85732940.9;5229.0
14:20;21.7;85733962.6;9714.0
14:30;21.7;85734984.3;9553.0
14:40;22.4;85736006.7;9986.0
14:50;22.8;85737029.5;149.0
15:00;23.1;85738052.6;4534.0
15:10;24.0;85739076.6;6550.0
15:20;23.8;85740100.4;3373.0
15:30;23.6;85741124.0;1061.0
15:40;23.9;85742147.9;2061.0
15:50;23.9;85743171.8;2755.0
16:00;23.4;85744195.1;5685.0
16:10;22.9;85745218.0;4018.0
16:20;22.1;85746240.0;86.0
16:30;22.1;85747262.2;1480.0
16:40;21.8;85748284.0;5080.0
16:50;21.2;85749305.2;3717.0
17:00;21.0;85750326.2;289.0
17:10;20.7;85751346.9;8601.0
17:20;20.5;85752367.4;3718.0
17:30;20.3;85753387.7;6367.0
17:40;20.1;85754407.8;6337.0
17:50;20.0;85755427.8;8892.0
18:00;19.9;85756447.8;630.0
18:10;19.8;85757467.6;8461.0
18:20;19.7;85758487.3;8462.0
18:30;19.6;85759506.9;459.0
18:40;19.6;85760526.5;2610.0
18:50;19.3;85761545.8;71.0
19:00;19.0;85762564.8;9924.0
19:10;18.7;85763583.5;9739.0
19:20;18.0;85764601.6;4381.0
19:30;17.7;85765619.3;5416.0
19:40;17.5;85766636.8;9890.0
19:50;17.4;85767654.2;982.0
20:00;17.4;85768671.7;7373.0
20:10;17.1;85769688.8;4490.0
20:20;16.8;85770705.6;4916.0
20:30;16.7;85771722.3;9038.0
20:40;16.8;85772739.1;8678.0
20:50;16.6;85773755.7;140.0
21:00;16.3;85774772.0;1770.0
21:10;16.0;85775788.0;561.0
21:20;15.9;85776803.9;5452.0
21:30;15.8;85777819.7;9626.0
21:40;15.6;85778835.3;4958.0
21:50;15.5;85779850.8;606.0
22:00;15.5;85780866.3;9472.0
22:10;15.4;85781881.7;1960.0
22:20;15.3;85782897.0;687.0
22:30;15.3;85783912.3;8204.0
22:40;15.4;85784927.6;9970.0
22:50;15.4;85785943.0;7689.0
23:00;15.4;85786958.4;7478.0
23:10;15.4;85787973.8;5313.0
23:20;15.3;85788989.1;6495.0
23:30;15.2;85790004.2;9107.0
23:40;15.2;85791019.4;8408.0
23:50;15.3;85792034.8;9014.0
