Time;Temp1;OldTemp2;OldLight
00:00;1.6;216728423.0;279.0
00:10;1.5;216729424.6;6386.0
00:20;1.5;216730426.1;4531.0
00:30;1.4;216731427.5;3653.0
00:40;1.2;216732428.7;3725.0
00:50;1.1;216733429.8;302.0
01:00;1.1;216734430.9;6747.0
01:10;1.3;216735432.2;7171.0
01:20;1.4;216736433.6;3652.0
01:30;1.4;216737435.0;3122.0
01:40;1.3;216738436.3;9259.0
01:50;1.1;216739437.5;9978.0
02:00;0.9;216740438.4;7441.0
02:10;0.8;216741439.2;8467.0
02:20;0.7;216742439.8;7797.0
02:30;0.6;216743440.5;685.0
02:40;0.6;216744441.1;5471.0
02:50;0.6;216745441.7;5895.0
03:00;0.6;216746442.3;7022.0
03:10;0.6;216747442.9;4034.0
03:20;0.4;216748443.4;3050.0
03:30;0.3;216749443.7;1755.0
03:40;0.4;216750444.1;8001.0
03:50;0.5;216751444.7;9043.0
04:00;0.5;216752445.2;6674.0
04:10;0.6;216753445.7;4290.0
04:20;0.6;216754446.3;8425.0
04:30;0.6;216755446.9;5017.0
04:40;0.6;216756447.5;7803.0
04:50;0.6;216757448.1;6846.0
05:00;0.7;216758448.8;8152.0
05:10;0.7;216759449.5;7671.0
05:20;0.7;216760450.2;1670.0
05:30;0.8;216761451.0;6524.0
05:40;0.8;216762451.8;7502.0
05:50;0.8;216763452.5;6606.0
06:00;0.8;216764453.3;3655.0
06:10;0.8;216765454.1;5283.0
06:20;0.8;216766454.9;8963.0
06:30;0.8;216767455.7;7222.0
06:40;0.8;216768456.5;4274.0
06:50;0.9;216769457.4;2066.0
07:00;0.8;216770458.2;3482.0
07:10;0.9;216771459.1;9552.0
07:20;0.9;216772460.1;8683.0
07:30;1.0;216773461.1;7619.0
07:40;1.0;216774462.1;5615.0
07:50;1.1;216775463.2;115.0
08:00;1.2;216776464.4;9289.0
08:10;1.3;216777465.7;2684.0
08:20;1.4;216778467.2;2125.0
08:30;1.6;216779468.7;2150.0
08:40;1.6;216780470.4;6683.0
08:50;1.7;216781472.1;7205.0
09:00;1.9;216782474.0;1273.0
09:10;2.3;216783476.3;3407.0
09:20;2.4;216784478.8;8427.0
09:30;2.6;216785481.4;1170.0
09:40;2.9;216786484.3;8410.0
09:50;3.0;216787487.4;3006.0
10:00;3.0;216788490.4;1534.0
10:10;3.1;216789493.5;5008.0
10:20;3.3;216790496.8;4555.0
10:30;3.8;216791500.6;603.0
10:40;3.6;216792504.2;9596.0
10:50;3.2;216793507.4;6717.0
11:00;2.8;216794510.2;4510.0
11:10;2.7;216795512.9;529.0
11:20;2.9;216796515.8;3381.0
11:30;3.0;216797518.8;4614.0
11:40;3.2;216798522.0;8975.0
11:50;4.0;216799526.0;7840.0
12:00;4.6;216800530.6;5318.0
12:10;5.4;216801536.0;8271.0
12:20;5.1;216802541.1;4787.0
12:30;4.8;216803545.8;9327.0
12:40;4.0;216804549.8;6367.0
12:50;3.9;216805553.7;6344.0
13:00;3.8;216806557.5;1181.0
13:10;4.0;216807561.5;2374.0
13:20;4.6;216808566.0;7724.0
13:30;4.5;216809570.6;5003.0
13:40;4.1;216810574.6;4265.0
13:50;4.2;216811578.8;5879.0
14:00;4.2;216812583.0;2155.0
14:10;4.3;216813587.3;7016.0
14:20;4.3;216814591.6;4174.0
14:30;4.3;216815595.9;7072.0
14:40;4.2;216816600.0;6160.0
14:50;4.1;216817604.1;7099.0
15:00;4.2;216818608.3;5638.0
15:10;4.0;216819612.3;2829.0
15:20;4.0;216820616.2;2728.0
15:30;3.8;216821620.1;4159.0
15:40;3.8;216822623.9;8256.0
15:50;3.8;216823627.7;6357.0
16:00;3.7;216824631.4;7743.0
16:10;3.5;216825634.9;5162.0
16:20;3.5;216826638.4;6314.0
16:30;3.5;216827641.9;3798.0
16:40;3.4;216828645.3;1877.0
16:50;3.2;216829648.4;2797.0
17:00;2.6;216830651.0;3868.0
17:10;2.6;216831653.7;7955.0
17:20;2.7;216832656.4;3099.0
17:30;2.6;216833659.0;1006.0
17:40;2.6;216834661.6;5522.0
17:50;2.6;216835664.2;5908.0
18:00;2.7;216836666.9;7676.0
18:10;2.7;216837669.6;6755.0
18:20;2.8;216838672.4;419.0
18:30;2.7;216839675.1;5873.0
18:40;2.7;216840677.8;8431.0
18:50;2.9;216841680.7;6938.0
19:00;3.2;216842683.8;5681.0
19:10;3.1;216843686.9;7906.0
19:20;2.8;216844689.7;4877.0
19:30;2.5;216845692.2;6603.0
19:40;2.3;216846694.5;849.0
19:50;2.2;216847696.7;3602.0
20:00;2.0;216848698.7;8704.0
20:10;2.0;216849700.7;1640.0
20:20;2.2;216850702.9;4434.0
20:30;2.3;216851705.2;1047.0
20:40;2.2;216852707.4;9838.0
20:50;2.1;216853709.6;6547.0
21:00;2.0;216854711.5;500.0
21:10;1.9;216855713.4;5343.0
21:20;1.8;216856715.1;3196.0
21:30;1.6;216857716.7;6260.0
21:40;1.5;216858718.2;3167.0
21:50;1.3;216859719.5;3120.0
22:00;1.2;216860720.6;6961.0
22:10;1.0;216861721.6;30.0
22:20;0.9;216862722.5;7290.0
22:30;0.8;216863723.3;5639.0
22:40;1.0;216864724.3;3676.0
22:50;1.1;216865725.5;9105.0
23:00;2.2;216866727.7;3628.0
23:10;2.3;216867730.0;2005.0
23:20;2.0;216868732.0;9250.0
23:30;2.4;216869734.4;170.0
23:40;2.2;216870736.6;9425.0
23:50;2.2;216871738.8;6755.0
