Time;Temp1;Temp2;Light
00:00;-3.7;419242768.2;7205.0
00:10;-3.7;419243764.6;7706.0
00:20;-3.3;419244761.3;5541.0
00:30;-2.6;419245758.7;6573.0
00:40;-2.6;419246756.1;9994.0
00:50;-2.6;419247753.5;2929.0
01:00;-2.5;419248751.0;6343.0
01:10;-2.4;419249748.6;9368.0
01:20;-2.6;419250746.0;9077.0
01:30;-2.8;419251743.2;5924.0
01:40;-3.0;419252740.2;5772.0
01:50;-3.0;419253737.2;2727.0
02:00;-2.6;419254734.6;7182.0
02:10;-0.8;419255733.7;4337.0
02:20;0.2;419256734.0;5099.0
02:30;1.3;419257735.2;31.0
02:40;-0.4;419258734.8;6471.0
02:50;-1.6;419259733.2;1107.0
03:00;-2.2;419260731.0;4521.0
03:10;-1.8;419261729.2;6816.0
03:20;-0.8;419262728.5;1067.0
03:30;-0.7;419263727.8;4768.0
03:40;-2.6;419264725.2;8457.0
03:50;-2.8;419265722.4;4323.0
04:00;-2.5;419266719.9;7756.0
04:10;0.4;419267720.3;1689.0
04:20;2.3;419268722.6;5009.0
04:30;1.6;419269724.2;4487.0
04:40;-0.1;419270724.1;5194.0
04:50;-1.4;419271722.7;805.0
05:00;-2.4;419272720.3;4153.0
05:10;-3.4;419273716.9;955.0
05:20;-4.1;419274712.9;7944.0
05:30;-3.5;419275709.4;1767.0
05:40;-2.8;419276706.6;6679.0
05:50;-0.8;419277705.8;6496.0
06:00;0.7;419278706.5;9771.0
06:10;0.5;419279707.0;7760.0
06:20;2.0;419280709.0;7226.0
06:30;-0.1;419281708.9;8238.0
06:40;1.0;419282709.9;3360.0
06:50;1.7;419283711.6;4169.0
07:00;1.5;419284713.2;5226.0
07:10;3.6;419285716.8;3870.0
07:20;2.8;419286719.6;1497.0
07:30;3.2;419287722.8;8923.0
07:40;1.8;419288724.6;5621.0
07:50;1.5;419289726.1;9153.0
08:00;1.4;419290727.5;8292.0
08:10;2.0;419291729.5;5593.0
08:20;2.8;419292732.3;3256.0
08:30;2.2;419293734.5;2774.0
08:40;1.8;419294736.3;8239.0
08:50;2.7;419295739.0;8473.0
09:00;2.0;419296741.0;9851.0
09:10;2.5;419297743.5;2289.0
09:20;2.8;419298746.3;5877.0
09:30;3.8;419299750.1;1434.0
09:40;4.3;419300754.4;2749.0
09:50;4.8;419301759.2;6472.0
10:00;4.2;419302763.4;9670.0
10:10;3.8;419303767.2;7114.0
10:20;3.9;419304771.1;5621.0
10:30;4.9;419305775.9;385.0
10:40;4.9;419306780.8;6628.0
10:50;3.9;419307784.7;4399.0
11:00;3.5;419308788.2;8835.0
11:10;3.1;419309791.3;8790.0
11:20;2.4;419310793.7;4700.0
11:30;2.1;419311795.8;1372.0
11:40;3.0;419312798.8;5151.0
11:50;3.4;419313802.2;1696.0
12:00;3.7;419314805.9;5580.0
12:10;5.0;419315810.9;6434.0
12:20;3.5;419316814.4;2839.0
12:30;4.8;419317819.2;1585.0
12:40;6.2;419318825.4;2378.0
12:50;6.6;419319832.0;426.0
13:00;5.3;419320837.3;4488.0
13:10;6.2;419321843.5;7261.0
13:20;6.3;419322849.7;6963.0
13:30;5.5;419323855.2;5963.0
13:40;6.3;419324861.5;1570.0
13:50;5.9;419325867.3;2596.0
14:00;6.6;419326874.0;3393.0
14:10;6.8;419327880.7;2148.0
14:20;6.5;419328887.3;5516.0
14:30;6.7;419329894.0;3115.0
14:40;7.1;419330901.1;7026.0
14:50;6.9;419331907.9;4694.0
15:00;7.2;419332915.1;6285.0
15:10;6.8;419333921.9;6688.0
15:20;6.7;419334928.6;3393.0
15:30;6.8;419335935.5;9060.0
15:40;6.8;419336942.3;9071.0
15:50;6.2;419337948.5;3678.0
16:00;6.2;419338954.7;7841.0
16:10;6.4;419339961.1;4809.0
16:20;6.6;419340967.8;1795.0
16:30;6.3;419341974.1;1355.0
16:40;6.5;419342980.6;5241.0
16:50;6.4;419343987.0;7012.0
17:00;6.0;419344993.0;8399.0
17:10;5.9;419345999.0;775.0
17:20;6.3;419347005.2;7824.0
17:30;6.5;419348011.7;5099.0
17:40;6.4;419349018.1;5563.0
17:50;6.7;419350024.8;6177.0
18:00;6.2;419351031.0;5543.0
18:10;5.1;419352036.1;2064.0
18:20;4.3;419353040.4;3714.0
18:30;5.4;419354045.7;2287.0
18:40;5.5;419355051.3;9233.0
18:50;4.3;419356055.5;7729.0
19:00;4.5;419357060.1;8772.0
19:10;4.7;419358064.8;6300.0
19:20;5.2;419359070.0;4605.0
19:30;5.5;419360075.5;7144.0
19:40;6.3;419361081.8;6627.0
19:50;7.8;419362089.6;5043.0
20:00;8.2;419363097.8;7434.0
20:10;9.0;419364106.8;2863.0
20:20;9.4;419365116.2;1119.0
20:30;9.8;419366126.0;1042.0
20:40;9.2;419367135.2;9982.0
20:50;8.1;419368143.3;805.0
21:00;8.2;419369151.5;2889.0
21:10;7.1;419370158.6;3853.0
21:20;5.3;419371163.9;4964.0
21:30;4.8;419372168.7;1983.0
21:40;5.3;419373174.0;5315.0
21:50;6.1;419374180.1;9667.0
22:00;6.2;419375186.3;6159.0
22:10;5.6;419376191.9;8273.0
22:20;6.4;419377198.3;1881.0
22:30;6.7;419378205.0;8207.0
22:40;6.5;419379211.5;1651.0
22:50;6.5;419380218.0;3468.0
23:00;6.7;419381224.7;9538.0
23:10;6.8;419382231.4;9278.0
23:20;6.7;419383238.1;5452.0
23:30;6.2;419384244.3;7285.0
23:40;5.8;419385250.1;3609.0
23:50;5.1;419386255.2;9528.0
