Time;Temp1;OldTemp2;OldLight
00:00;20.2;450772921.9;526.0
00:10;20.3;450773942.2;269.0
00:20;20.5;450774962.6;6555.0
00:30;19.7;450775982.4;2288.0
00:40;19.1;450777001.5;8980.0
00:50;19.7;450778021.2;2695.0
01:00;19.5;450779040.7;8733.0
01:10;19.3;450780060.0;5695.0
01:20;19.5;450781079.5;3252.0
01:30;19.8;450782099.2;9877.0
01:40;19.8;450783119.1;4067.0
01:50;19.9;450784139.0;9501.0
02:00;19.6;450785158.6;3524.0
02:10;19.6;450786178.2;7091.0
02:20;19.6;450787197.8;6725.0
02:30;19.9;450788217.7;3247.0
02:40;19.7;450789237.4;5381.0
02:50;19.9;450790257.3;3637.0
03:00;19.6;450791276.9;6398.0
03:10;19.5;450792296.4;5568.0
03:20;19.3;450793315.8;1616.0
03:30;19.3;450794335.0;8561.0
03:40;19.2;450795354.2;642.0
03:50;19.3;450796373.5;9307.0
04:00;19.1;450797392.6;7271.0
04:10;19.4;450798412.0;8171.0
04:20;19.6;450799431.6;4369.0
04:30;19.6;450800451.2;7370.0
04:40;19.6;450801470.8;7643.0
04:50;19.4;450802490.3;5826.0
05:00;19.1;450803509.4;6881.0
05:10;19.6;450804528.9;1299.0
05:20;19.7;450805548.6;5121.0
05:30;20.0;450806568.6;352.0
05:40;20.1;450807588.7;6174.0
05:50;20.2;450808609.0;8695.0
06:00;20.1;450809629.0;4918.0
06:10;20.6;450810649.6;7741.0
06:20;21.1;450811670.7;2573.0
06:30;21.3;450812692.0;9609.0
06:40;21.9;450813713.9;4415.0
06:50;22.4;450814736.3;3257.0
07:00;22.7;450815759.0;37.0
07:10;23.4;450816782.4;1908.0
07:20;24.0;450817806.4;499.0
07:30;24.4;450818830.7;5979.0
07:40;24.4;450819855.1;9321.0
07:50;24.4;450820879.5;3585.0
08:00;24.5;450821904.0;94.0
08:10;24.5;450822928.5;402.0
08:20;24.5;450823953.0;7869.0
08:30;24.8;450824977.8;6716.0
08:40;25.1;450826002.9;7077.0
08:50;25.2;450827028.1;2837.0
09:00;25.2;450828053.3;2076.0
09:10;25.2;450829078.5;1426.0
09:20;25.3;450830103.8;9849.0
09:30;25.4;450831129.2;9364.0
09:40;25.4;450832154.6;4507.0
09:50;25.7;450833180.3;9035.0
10:00;25.6;450834205.9;9827.0
10:10;25.9;450835231.8;1481.0
10:20;25.9;450836257.7;2991.0
10:30;26.1;450837283.8;2856.0
10:40;26.2;450838310.0;8877.0
10:50;26.4;450839336.3;7123.0
11:00;26.4;450840362.7;6249.0
11:10;26.6;450841389.4;3367.0
11:20;26.6;450842416.0;3022.0
11:30;26.7;450843442.7;4212.0
11:40;26.8;450844469.5;9688.0
11:50;26.9;450845496.4;4967.0
12:00;27.0;450846523.4;2922.0
12:10;27.2;450847550.6;8160.0
12:20;27.2;450848577.8;5504.0
12:30;27.3;450849605.1;4040.0
12:40;27.5;450850632.6;3408.0
12:50;27.8;450851660.4;1409.0
13:00;27.6;450852688.0;9750.0
13:10;28.0;450853716.1;3003.0
13:20;28.4;450854744.4;2422.0
13:30;28.6;450855773.0;9147.0
13:40;28.4;450856801.4;7636.0
13:50;28.2;450857829.7;5543.0
14:00;28.1;450858857.8;9758.0
14:10;28.2;450859886.0;2285.0
14:20;28.3;450860914.3;791.0
14:30;28.3;450861942.6;2261.0
14:40;28.1;450862970.7;7303.0
14:50;28.2;450863999.0;6603.0
15:00;28.2;450865027.2;1922.0
15:10;28.2;450866055.4;3410.0
15:20;28.3;450867083.7;6404.0
15:30;28.4;450868112.1;9849.0
15:40;28.2;450869140.3;6659.0
15:50;28.3;450870168.5;7180.0
16:00;28.5;450871197.0;6846.0
16:10;28.3;450872225.3;1034.0
16:20;28.1;450873253.4;9781.0
16:30;28.0;450874281.4;4644.0
16:40;27.9;450875309.4;36.0
16:50;27.8;450876337.2;7391.0
17:00;27.8;450877365.0;926.0
17:10;27.8;450878392.7;8533.0
17:20;27.6;450879420.3;2242.0
17:30;27.6;450880447.9;3009.0
17:40;27.8;450881475.7;1948.0
17:50;27.9;450882503.5;4393.0
18:00;27.8;450883531.4;2674.0
18:10;27.4;450884558.8;1423.0
18:20;26.6;450885585.4;4761.0
18:30;25.7;450886611.1;5683.0
18:40;24.9;450887636.0;7556.0
18:50;24.7;450888660.7;2375.0
19:00;24.7;450889685.5;6265.0
19:10;24.9;450890710.3;140.0
19:20;24.7;450891735.0;5200.0
19:30;24.4;450892759.4;1368.0
19:40;24.2;450893783.6;1619.0
19:50;22.3;450894805.9;8454.0
20:00;22.9;450895828.8;527.0
20:10;23.0;450896851.8;2844.0
20:20;23.2;450897875.0;8982.0
20:30;22.9;450898897.9;8621.0
20:40;22.9;450899920.8;5421.0
20:50;22.8;450900943.6;1174.0
21:00;22.8;450901966.4;582.0
21:10;22.4;450902988.8;5266.0
21:20;22.6;450904011.4;3010.0
21:30;22.8;450905034.2;6624.0
21:40;22.8;450906056.9;9569.0
21:50;22.5;450907079.4;6729.0
22:00;22.2;450908101.6;8160.0
22:10;22.1;450909123.7;3023.0
22:20;22.3;450910145.9;3764.0
22:30;22.0;450911168.0;7516.0
22:40;21.7;450912189.6;4467.0
22:50;22.1;450913211.7;6.0
23:00;22.2;450914233.9;4944.0
23:10;21.8;450915255.7;2820.0
23:20;21.9;450916277.7;2055.0
23:30;21.8;450917299.5;559.0
23:40;21.8;450918321.4;8770.0
23:50;21.4;450919342.8;6315.0
