Time;Temp1;OldTemp2;OldLight
00:00;3.8;267891374.2;9213.0
00:10;3.6;267892377.8;843.0
00:20;3.4;267893381.3;2135.0
00:30;3.4;267894384.7;8240.0
00:40;4.1;267895388.8;2195.0
00:50;4.4;267896393.2;4814.0
01:00;4.3;267897397.5;4156.0
01:10;3.0;267898400.5;6585.0
01:20;2.1;267899402.7;4161.0
01:30;2.0;267900404.7;1627.0
01:40;1.0;267901405.7;8316.0
01:50;2.5;267902408.2;5107.0
02:00;2.7;267903410.9;3393.0
02:10;2.6;267904413.6;2537.0
02:20;3.1;267905416.7;1297.0
02:30;3.0;267906419.7;5069.0
02:40;2.8;267907422.5;7939.0
02:50;2.7;267908425.2;9899.0
03:00;2.6;267909427.8;721.0
03:10;2.6;267910430.4;5366.0
03:20;1.4;267911431.8;4685.0
03:30;0.8;267912432.6;9090.0
03:40;0.8;267913433.4;2230.0
03:50;0.5;267914433.9;8799.0
04:00;1.2;267915435.1;8672.0
04:10;2.6;267916437.7;1592.0
04:20;2.7;267917440.4;6744.0
04:30;3.4;267918443.8;5657.0
04:40;2.8;267919446.6;6021.0
04:50;2.0;267920448.5;1209.0
05:00;2.1;267921450.7;7998.0
05:10;2.5;267922453.1;7224.0
05:20;2.0;267923455.2;2343.0
05:30;1.0;267924456.1;7223.0
05:40;0.9;267925457.1;6983.0
05:50;0.5;267926457.6;466.0
06:00;0.6;267927458.2;7032.0
06:10;1.2;267928459.4;3231.0
06:20;1.7;267929461.1;6224.0
06:30;1.9;267930463.0;9506.0
06:40;2.0;267931465.0;6547.0
06:50;1.3;267932466.3;696.0
07:00;1.0;267933467.3;4130.0
07:10;1.0;267934468.3;6402.0
07:20;1.4;267935469.7;9467.0
07:30;1.9;267936471.6;3456.0
07:40;2.6;267937474.2;5995.0
07:50;2.6;267938476.8;2364.0
08:00;2.7;267939479.5;564.0
08:10;3.0;267940482.5;3293.0
08:20;2.9;267941485.3;5311.0
08:30;3.2;267942488.5;584.0
08:40;3.3;267943491.8;6176.0
08:50;3.3;267944495.1;8939.0
09:00;3.4;267945498.5;9473.0
09:10;3.4;267946501.8;4334.0
09:20;3.5;267947505.3;291.0
09:30;3.5;267948508.9;5588.0
09:40;3.4;267949512.2;705.0
09:50;3.6;267950515.9;7753.0
10:00;3.8;267951519.7;9620.0
10:10;3.6;267952523.2;4529.0
10:20;3.5;267953526.8;3639.0
10:30;3.7;267954530.5;4925.0
10:40;3.4;267955533.9;923.0
10:50;3.0;267956536.9;2397.0
11:00;2.8;267957539.8;8516.0
11:10;2.4;267958542.1;487.0
11:20;2.5;267959544.6;1701.0
11:30;2.5;267960547.1;3425.0
11:40;2.8;267961549.9;4454.0
11:50;3.0;267962552.9;1567.0
12:00;3.1;267963556.0;6880.0
12:10;3.2;267964559.2;4091.0
12:20;4.1;267965563.3;7330.0
12:30;4.1;267966567.4;479.0
12:40;4.0;267967571.4;2158.0
12:50;4.0;267968575.4;5542.0
13:00;4.1;267969579.5;3675.0
13:10;4.6;267970584.0;476.0
13:20;4.7;267971588.8;5849.0
13:30;5.5;267972594.3;1461.0
13:40;5.3;267973599.6;8640.0
13:50;5.1;267974604.7;7083.0
14:00;4.5;267975609.2;7519.0
14:10;4.3;267976613.5;9433.0
14:20;4.5;267977618.0;2374.0
14:30;4.1;267978622.1;7145.0
14:40;3.8;267979625.9;9531.0
14:50;3.6;267980629.5;6376.0
15:00;3.4;267981632.9;1685.0
15:10;3.2;267982636.1;6378.0
15:20;3.4;267983639.4;6194.0
15:30;2.8;267984642.3;2089.0
15:40;2.7;267985645.0;1106.0
15:50;2.5;267986647.5;9640.0
16:00;2.4;267987649.9;3174.0
16:10;2.2;267988652.1;9326.0
16:20;2.0;267989654.1;4224.0
16:30;1.8;267990655.9;2213.0
16:40;1.7;267991657.6;3099.0
16:50;1.4;267992659.0;8897.0
17:00;1.2;267993660.2;2036.0
17:10;1.0;267994661.2;1799.0
17:20;0.8;267995662.0;9776.0
17:30;0.6;267996662.6;264.0
17:40;0.1;267997662.7;3433.0
17:50;0.2;267998662.9;8737.0
18:00;0.4;267999663.3;1129.0
18:10;-0.1;268000663.2;2682.0
18:20;0.0;268001663.2;5398.0
18:30;-0.1;268002663.1;6713.0
18:40;-0.1;268003663.0;295.0
18:50;0.1;268004663.1;4379.0
19:00;-0.2;268005662.9;9543.0
19:10;-0.2;268006662.7;657.0
19:20;-0.3;268007662.4;2908.0
19:30;-0.2;268008662.2;8348.0
19:40;-0.4;268009661.8;5888.0
19:50;-0.4;268010661.4;2903.0
20:00;-0.4;268011661.0;8917.0
20:10;-0.4;268012660.6;8494.0
20:20;-0.4;268013660.2;5808.0
20:30;-0.4;268014659.8;6044.0
20:40;-0.3;268015659.5;4038.0
20:50;-0.2;268016659.3;6516.0
21:00;-0.5;268017658.8;9979.0
21:10;-0.6;268018658.2;9295.0
21:20;-0.4;268019657.8;349.0
21:30;-1.0;268020656.7;691.0
21:40;-1.4;268021655.4;4904.0
21:50;-1.6;268022653.7;7144.0
22:00;-2.1;268023651.6;421.0
22:10;-2.1;268024649.5;8760.0
22:20;-1.7;268025647.8;3107.0
22:30;-0.9;268026646.9;815.0
22:40;-1.2;268027645.7;4412.0
22:50;-1.4;268028644.4;8666.0
23:00;-0.6;268029643.8;9349.0
23:10;-0.9;268030642.9;1408.0
23:20;-0.8;268031642.1;828.0
23:30;-0.6;268032641.5;6600.0
23:40;-0.1;268033641.3;1221.0
23:50;-0.3;268034641.0;561.0
