Time;Temp1;Temp2;Light
00:00;1.0;207776067.1;5692.0
00:10;0.9;207777068.0;9449.0
00:20;0.9;207778069.0;8100.0
00:30;1.0;207779069.9;4822.0
00:40;1.0;207780070.9;380.0
00:50;0.9;207781071.9;7414.0
01:00;1.0;207782072.8;474.0
01:10;1.0;207783073.8;8478.0
01:20;1.0;207784074.8;9189.0
01:30;1.0;207785075.8;7163.0
01:40;0.9;207786076.7;52.0
01:50;0.9;207787077.6;508.0
02:00;1.0;207788078.6;2738.0
02:10;1.1;207789079.6;4689.0
02:20;1.1;207790080.8;1494.0
02:30;1.1;207791081.9;4509.0
02:40;0.9;207792082.8;8420.0
02:50;0.8;207793083.6;82.0
03:00;0.6;207794084.2;153.0
03:10;0.7;207795084.9;4882.0
03:20;0.6;207796085.5;8035.0
03:30;0.7;207797086.2;7843.0
03:40;0.7;207798086.9;2830.0
03:50;0.6;207799087.6;1851.0
04:00;0.3;207800087.9;6290.0
04:10;0.4;207801088.3;2780.0
04:20;0.3;207802088.6;3675.0
04:30;0.1;207803088.7;7533.0
04:40;-0.3;207804088.5;9246.0
04:50;-1.3;207805087.2;2607.0
05:00;-1.3;207806085.9;6296.0
05:10;-0.7;207807085.2;468.0
05:20;-0.9;207808084.2;8410.0
05:30;-0.7;207809083.5;1068.0
05:40;-0.6;207810082.9;2399.0
05:50;-0.5;207811082.4;3963.0
06:00;-0.8;207812081.6;5557.0
06:10;-0.8;207813080.9;7425.0
06:20;-1.2;207814079.7;3332.0
06:30;-0.8;207815078.9;7081.0
06:40;-0.9;207816078.0;5370.0
06:50;-1.0;207817077.0;4955.0
07:00;-0.9;207818076.1;5922.0
07:10;-1.1;207819075.0;8355.0
07:20;-1.4;207820073.6;5073.0
07:30;-1.4;207821072.2;6382.0
07:40;-1.4;207822070.8;1209.0
07:50;-1.3;207823069.5;3268.0
08:00;-1.9;207824067.7;2413.0
08:10;-1.6;207825066.1;346.0
08:20;-1.8;207826064.3;4076.0
08:30;-1.4;207827062.9;5638.0
08:40;-1.9;207828061.0;8726.0
08:50;-1.8;207829059.2;3510.0
09:00;-1.6;207830057.5;94.0
09:10;-0.9;207831056.7;1522.0
09:20;-0.6;207832056.0;927.0
09:30;-0.7;207833055.4;1494.0
09:40;-0.7;207834054.7;6756.0
09:50;-0.5;207835054.3;7926.0
10:00;0.2;207836054.4;1730.0
10:10;0.2;207837054.6;6741.0
10:20;1.7;207838056.3;9654.0
10:30;3.0;207839059.3;9627.0
10:40;2.5;207840061.8;8351.0
10:50;1.9;207841063.7;4501.0
11:00;1.8;207842065.6;5705.0
11:10;2.9;207843068.4;6715.0
11:20;2.6;207844071.0;8721.0
11:30;2.6;207845073.6;8311.0
11:40;2.6;207846076.3;7304.0
11:50;3.3;207847079.6;4714.0
12:00;3.4;207848083.0;9365.0
12:10;3.0;207849086.0;4072.0
12:20;3.4;207850089.4;5300.0
12:30;4.0;207851093.4;6139.0
12:40;4.3;207852097.7;4675.0
12:50;4.0;207853101.7;1944.0
13:00;3.4;207854105.1;8255.0
13:10;3.0;207855108.1;9990.0
13:20;2.6;207856110.7;2049.0
13:30;2.4;207857113.1;2568.0
13:40;2.3;207858115.5;3271.0
13:50;2.1;207859117.6;5356.0
14:00;2.1;207860119.6;2847.0
14:10;2.0;207861121.6;9600.0
14:20;2.2;207862123.8;7335.0
14:30;2.1;207863125.9;9013.0
14:40;2.0;207864127.9;510.0
14:50;2.1;207865130.0;3919.0
15:00;2.1;207866132.1;8487.0
15:10;2.2;207867134.3;829.0
15:20;2.0;207868136.3;3343.0
15:30;2.0;207869138.3;2631.0
15:40;2.3;207870140.5;1854.0
15:50;1.9;207871142.5;2429.0
16:00;2.1;207872144.5;4678.0
16:10;1.9;207873146.5;5392.0
16:20;1.8;207874148.3;8133.0
16:30;1.9;207875150.2;1880.0
16:40;2.4;207876152.7;2003.0
16:50;1.9;207877154.6;1685.0
17:00;2.3;207878156.9;4185.0
17:10;2.4;207879159.2;6181.0
17:20;2.8;207880162.0;6111.0
17:30;2.7;207881164.7;2288.0
17:40;3.3;207882168.1;7325.0
17:50;3.3;207883171.4;591.0
18:00;2.7;207884174.1;3908.0
18:10;1.6;207885175.7;7746.0
18:20;2.3;207886177.9;3830.0
18:30;3.2;207887181.1;818.0
18:40;4.4;207888185.5;2995.0
18:50;4.2;207889189.7;4278.0
19:00;3.7;207890193.4;7261.0
19:10;3.1;207891196.5;665.0
19:20;3.1;207892199.6;5790.0
19:30;3.4;207893203.0;3571.0
19:40;4.1;207894207.1;5095.0
19:50;3.6;207895210.7;408.0
20:00;3.7;207896214.4;5485.0
20:10;3.9;207897218.3;8892.0
20:20;4.2;207898222.5;8043.0
20:30;2.2;207899224.7;1494.0
20:40;1.2;207900225.9;9268.0
20:50;1.6;207901227.5;456.0
21:00;1.1;207902228.6;9013.0
21:10;0.8;207903229.4;5851.0
21:20;2.1;207904231.5;8824.0
21:30;3.0;207905234.5;3099.0
21:40;3.6;207906238.1;7959.0
21:50;3.7;207907241.8;7162.0
22:00;4.8;207908246.6;1532.0
22:10;2.1;207909248.7;108.0
22:20;2.1;207910250.7;1969.0
22:30;4.1;207911254.8;4725.0
22:40;3.4;207912258.2;5246.0
22:50;4.6;207913262.8;7249.0
23:00;4.0;207914266.8;4699.0
23:10;4.8;207915271.6;8017.0
23:20;4.2;207916275.7;6793.0
23:30;4.0;207917279.8;6124.0
23:40;5.0;207918284.7;673.0
23:50;3.8;207919288.6;6480.0
