Time;Temp1;Temp2;Light
00:00;6.7;219769343.5;1708.0
00:10;5.5;219770349.0;906.0
00:20;5.2;219771354.2;1333.0
00:30;4.9;219772359.1;1839.0
00:40;4.7;219773363.8;7157.0
00:50;4.3;219774368.1;2083.0
01:00;4.7;219775372.8;2463.0
01:10;5.1;219776377.9;6753.0
01:20;5.9;219777383.8;1204.0
01:30;5.6;219778389.4;3159.0
01:40;4.6;219779394.0;2797.0
01:50;5.1;219780399.1;5539.0
02:00;5.5;219781404.6;9911.0
02:10;6.1;219782410.7;6957.0
02:20;6.5;219783417.2;2559.0
02:30;5.9;219784423.1;2408.0
02:40;5.3;219785428.4;1342.0
02:50;4.9;219786433.3;5818.0
03:00;5.3;219787438.6;4780.0
03:10;5.4;219788443.9;8547.0
03:20;5.1;219789449.1;6942.0
03:30;4.9;219790454.0;5721.0
03:40;5.2;219791459.2;5138.0
03:50;5.0;219792464.1;4722.0
04:00;5.0;219793469.1;1461.0
04:10;5.1;219794474.2;4086.0
04:20;5.1;219795479.4;7728.0
04:30;5.0;219796484.3;6812.0
04:40;4.8;219797489.2;8622.0
04:50;4.9;219798494.1;7637.0
05:00;4.3;219799498.4;5429.0
05:10;4.7;219800503.0;2119.0
05:20;4.6;219801507.7;1894.0
05:30;4.7;219802512.3;2424.0
05:40;4.3;219803516.6;8643.0
05:50;4.2;219804520.9;3051.0
06:00;4.5;219805525.4;4321.0
06:10;3.6;219806529.0;5836.0
06:20;3.1;219807532.1;2482.0
06:30;3.4;219808535.5;769.0
06:40;4.2;219809539.7;4229.0
06:50;4.2;219810543.9;7718.0
07:00;4.6;219811548.6;6778.0
07:10;5.2;219812553.7;7349.0
07:20;5.3;219813559.1;8965.0
07:30;5.7;219814564.8;6498.0
07:40;7.1;219815571.9;814.0
07:50;7.4;219816579.3;4015.0
08:00;8.5;219817587.7;8704.0
08:10;7.4;219818595.2;4595.0
08:20;8.1;219819603.2;9364.0
08:30;8.0;219820611.3;2439.0
08:40;8.2;219821619.5;9702.0
08:50;8.4;219822627.8;8762.0
09:00;8.9;219823636.7;7277.0
09:10;9.3;219824646.1;6774.0
09:20;9.5;219825655.6;7608.0
09:30;10.0;219826665.6;5681.0
09:40;10.4;219827676.0;1863.0
09:50;10.5;219828686.4;7977.0
10:00;11.1;219829697.5;6233.0
10:10;11.4;219830708.8;8378.0
10:20;11.9;219831720.7;618.0
10:30;12.5;219832733.2;747.0
10:40;12.8;219833746.0;2695.0
10:50;13.5;219834759.5;730.0
11:00;13.7;219835773.2;4078.0
11:10;14.2;219836787.4;9441.0
11:20;15.0;219837802.4;9780.0
11:30;15.5;219838817.8;1157.0
11:40;15.7;219839833.5;7253.0
11:50;16.0;219840849.5;7035.0
12:00;16.6;219841866.1;8182.0
12:10;16.7;219842882.7;810.0
12:20;16.8;219843899.5;885.0
12:30;17.0;219844916.5;7173.0
12:40;16.9;219845933.4;7103.0
12:50;16.9;219846950.2;790.0
13:00;16.6;219847966.9;3172.0
13:10;16.9;219848983.8;3360.0
13:20;16.9;219850000.7;3020.0
13:30;16.9;219851017.6;5369.0
13:40;17.0;219852034.7;1178.0
13:50;17.1;219853051.8;7679.0
14:00;17.3;219854069.1;4339.0
14:10;17.4;219855086.5;2148.0
14:20;17.4;219856103.9;8853.0
14:30;17.4;219857121.2;1820.0
14:40;17.4;219858138.6;224.0
14:50;17.7;219859156.3;5790.0
15:00;18.2;219860174.5;7724.0
15:10;18.4;219861192.9;2371.0
15:20;18.4;219862211.3;5145.0
15:30;19.3;219863230.6;5438.0
15:40;18.6;219864249.3;5884.0
15:50;18.3;219865267.6;3784.0
16:00;18.3;219866285.8;7385.0
16:10;18.0;219867303.8;2736.0
16:20;18.0;219868321.8;8872.0
16:30;17.9;219869339.7;7728.0
16:40;17.5;219870357.2;5678.0
16:50;17.3;219871374.4;8911.0
17:00;16.9;219872391.3;9596.0
17:10;16.3;219873407.6;9971.0
17:20;16.2;219874423.8;8380.0
17:30;15.1;219875439.0;8230.0
17:40;14.4;219876453.4;2589.0
17:50;14.3;219877467.6;7628.0
18:00;14.5;219878482.1;3029.0
18:10;14.1;219879496.2;1083.0
18:20;13.8;219880510.0;5433.0
18:30;13.2;219881523.2;17.0
18:40;13.0;219882536.2;1589.0
18:50;13.3;219883549.5;1761.0
19:00;13.0;219884562.6;1617.0
19:10;13.4;219885576.0;783.0
19:20;12.9;219886588.9;2880.0
19:30;13.1;219887602.0;1332.0
19:40;13.4;219888615.4;2898.0
19:50;13.7;219889629.1;1267.0
20:00;13.5;219890642.6;1497.0
20:10;13.0;219891655.5;5047.0
20:20;13.0;219892668.5;2868.0
20:30;12.9;219893681.5;3927.0
20:40;12.8;219894694.2;174.0
20:50;12.8;219895707.0;1489.0
21:00;12.7;219896719.8;9557.0
21:10;12.8;219897732.6;1779.0
21:20;13.7;219898746.3;8591.0
21:30;13.8;219899760.1;8433.0
21:40;11.9;219900772.0;509.0
21:50;12.4;219901784.4;9530.0
22:00;13.2;219902797.6;1219.0
22:10;13.1;219903810.7;8149.0
22:20;14.0;219904824.7;5094.0
22:30;13.9;219905838.6;1782.0
22:40;13.1;219906851.7;713.0
22:50;13.2;219907864.9;7317.0
23:00;12.6;219908877.5;2781.0
23:10;12.0;219909889.5;9533.0
23:20;11.9;219910901.4;4397.0
23:30;12.4;219911913.9;181.0
23:40;12.1;219912926.0;5631.0
23:50;11.4;219913937.3;3054.0
