Time;Temp1;OldTemp2;OldLight
00:00;-1.0;417514644.0;3496.0
00:10;-0.9;417515643.1;3576.0
00:20;-1.0;417516642.1;3087.0
00:30;-1.1;417517640.9;7181.0
00:40;-1.0;417518639.9;9943.0
00:50;-1.0;417519638.9;4248.0
01:00;-1.0;417520637.9;455.0
01:10;-0.9;417521636.9;7868.0
01:20;-0.8;417522636.1;2733.0
01:30;-0.8;417523635.3;1012.0
01:40;-0.8;417524634.5;1960.0
01:50;-0.6;417525633.9;370.0
02:00;-0.5;417526633.4;8439.0
02:10;-0.3;417527633.1;7165.0
02:20;-0.3;417528632.7;8734.0
02:30;-0.3;417529632.4;9812.0
02:40;-0.4;417530632.1;3829.0
02:50;-0.3;417531631.7;6635.0
03:00;-0.5;417532631.2;6411.0
03:10;-0.7;417533630.6;2634.0
03:20;-0.9;417534629.6;948.0
03:30;-1.1;417535628.5;4732.0
03:40;-1.2;417536627.4;8906.0
03:50;-1.1;417537626.3;5705.0
04:00;-1.0;417538625.4;708.0
04:10;-1.4;417539623.9;5080.0
04:20;-2.1;417540621.8;1867.0
04:30;-1.6;417541620.2;8892.0
04:40;-1.7;417542618.5;5370.0
04:50;-1.8;417543616.7;2014.0
05:00;-1.7;417544614.9;4069.0
05:10;-1.6;417545613.3;4166.0
05:20;-1.1;417546612.2;8886.0
05:30;-0.8;417547611.4;350.0
05:40;-0.9;417548610.5;1723.0
05:50;-1.2;417549609.3;3838.0
06:00;-2.0;417550607.3;6325.0
06:10;-2.4;417551605.0;6969.0
06:20;-2.3;417552602.7;8671.0
06:30;-2.6;417553600.2;1069.0
06:40;-2.5;417554597.6;7934.0
06:50;-2.0;417555595.6;5611.0
07:00;-1.9;417556593.7;7742.0
07:10;-2.1;417557591.7;5031.0
07:20;-2.4;417558589.3;5998.0
07:30;-2.0;417559587.2;4392.0
07:40;-1.7;417560585.5;3196.0
07:50;-1.3;417561584.2;4253.0
08:00;-1.2;417562583.0;2111.0
08:10;-1.3;417563581.7;8221.0
08:20;-1.2;417564580.5;9989.0
08:30;-1.2;417565579.3;3878.0
08:40;-1.1;417566578.2;4695.0
08:50;-1.1;417567577.1;192.0
09:00;-0.8;417568576.3;4469.0
09:10;-0.7;417569575.7;5054.0
09:20;-0.7;417570574.9;8653.0
09:30;-0.4;417571574.5;8936.0
09:40;0.0;417572574.5;9631.0
09:50;0.4;417573574.9;7293.0
10:00;0.7;417574575.5;1491.0
10:10;0.5;417575576.1;16.0
10:20;0.7;417576576.8;1921.0
10:30;1.0;417577577.8;7789.0
10:40;1.2;417578579.0;858.0
10:50;1.1;417579580.1;4713.0
11:00;1.2;417580581.3;1174.0
11:10;1.2;417581582.5;4606.0
11:20;1.4;417582583.9;5311.0
11:30;1.6;417583585.5;5670.0
11:40;1.9;417584587.4;640.0
11:50;1.9;417585589.2;1359.0
12:00;1.7;417586591.0;2451.0
12:10;1.7;417587592.7;9465.0
12:20;1.8;417588594.5;7163.0
12:30;2.2;417589596.7;5879.0
12:40;2.6;417590599.3;1725.0
12:50;2.9;417591602.2;6432.0
13:00;2.9;417592605.1;2090.0
13:10;2.8;417593607.9;5218.0
13:20;2.5;417594610.4;2916.0
13:30;1.9;417595612.3;7129.0
13:40;1.6;417596613.9;9164.0
13:50;1.5;417597615.4;4852.0
14:00;1.6;417598617.0;5890.0
14:10;1.7;417599618.6;1502.0
14:20;1.4;417600620.1;5565.0
14:30;1.3;417601621.4;7757.0
14:40;1.4;417602622.8;9191.0
14:50;1.3;417603624.1;9674.0
15:00;1.2;417604625.3;6381.0
15:10;1.2;417605626.5;1294.0
15:20;1.2;417606627.7;451.0
15:30;0.4;417607628.1;9689.0
15:40;0.4;417608628.5;710.0
15:50;0.5;417609629.1;4111.0
16:00;0.6;417610629.7;8754.0
16:10;0.5;417611630.2;1561.0
16:20;0.6;417612630.8;4250.0
16:30;0.3;417613631.1;3383.0
16:40;0.5;417614631.6;4445.0
16:50;0.3;417615631.9;8381.0
17:00;0.4;417616632.3;4515.0
17:10;1.3;417617633.6;3853.0
17:20;1.8;417618635.5;3631.0
17:30;1.5;417619636.9;330.0
17:40;0.3;417620637.2;8302.0
17:50;0.8;417621638.0;6312.0
18:00;0.8;417622638.8;1568.0
18:10;0.5;417623639.3;5308.0
18:20;0.8;417624640.1;7286.0
18:30;1.2;417625641.2;5315.0
18:40;1.5;417626642.7;7698.0
18:50;2.6;417627645.3;8415.0
19:00;4.6;417628649.9;213.0
19:10;4.7;417629654.5;267.0
19:20;4.7;417630659.2;5959.0
19:30;4.6;417631663.8;9908.0
19:40;5.0;417632668.9;5025.0
19:50;4.5;417633673.3;9791.0
20:00;3.8;417634677.1;5310.0
20:10;4.3;417635681.5;8122.0
20:20;4.4;417636685.9;5619.0
20:30;4.8;417637690.7;4570.0
20:40;4.9;417638695.6;4870.0
20:50;5.0;417639700.5;3108.0
21:00;4.9;417640705.5;3779.0
21:10;5.4;417641710.9;2734.0
21:20;4.8;417642715.7;5060.0
21:30;5.0;417643720.6;4639.0
21:40;3.8;417644724.4;1488.0
21:50;3.4;417645727.8;4094.0
22:00;4.0;417646731.8;6145.0
22:10;4.1;417647735.9;7732.0
22:20;4.2;417648740.1;5720.0
22:30;4.4;417649744.5;1329.0
22:40;5.0;417650749.5;8052.0
22:50;4.9;417651754.4;6280.0
23:00;5.4;417652759.9;7463.0
23:10;5.2;417653765.1;7436.0
23:20;5.2;417654770.3;5447.0
23:30;5.4;417655775.7;8780.0
23:40;6.2;417656781.9;2973.0
23:50;6.5;417657788.4;2035.0
