Time;Temp1;OldTemp2;OldLight
00:00;6.8;35287665.5;7093.0
00:10;7.0;35288672.5;3542.0
00:20;6.9;35289679.4;8135.0
00:30;6.9;35290686.2;3523.0
00:40;6.8;35291693.0;7506.0
00:50;6.7;35292699.7;7197.0
01:00;6.6;35293706.3;7793.0
01:10;6.0;35294712.3;5798.0
01:20;5.7;35295718.0;8138.0
01:30;5.8;35296723.9;3410.0
01:40;5.8;35297729.6;3640.0
01:50;5.8;35298735.4;6293.0
02:00;5.7;35299741.1;9128.0
02:10;5.9;35300747.0;1264.0
02:20;6.0;35301753.0;2248.0
02:30;6.1;35302759.1;4453.0
02:40;6.0;35303765.1;4396.0
02:50;6.2;35304771.2;2896.0
03:00;6.0;35305777.3;2791.0
03:10;6.0;35306783.3;9473.0
03:20;6.0;35307789.3;2144.0
03:30;5.6;35308794.9;4981.0
03:40;5.5;35309800.4;3344.0
03:50;5.4;35310805.8;6359.0
04:00;5.6;35311811.4;5004.0
04:10;5.6;35312817.0;7389.0
04:20;5.4;35313822.4;5914.0
04:30;5.2;35314827.6;8143.0
04:40;5.1;35315832.7;5774.0
04:50;5.1;35316837.8;5763.0
05:00;5.1;35317842.9;7438.0
05:10;5.5;35318848.4;8189.0
05:20;6.0;35319854.4;9792.0
05:30;6.0;35320860.3;572.0
05:40;6.2;35321866.6;9038.0
05:50;6.4;35322872.9;6685.0
06:00;6.7;35323879.6;1014.0
06:10;7.2;35324886.8;5772.0
06:20;7.5;35325894.3;5669.0
06:30;7.8;35326902.1;3916.0
06:40;8.0;35327910.1;8495.0
06:50;8.4;35328918.5;315.0
07:00;7.8;35329926.4;3097.0
07:10;8.1;35330934.4;7514.0
07:20;9.2;35331943.6;6736.0
07:30;8.9;35332952.6;6950.0
07:40;9.1;35333961.6;5645.0
07:50;9.2;35334970.8;2774.0
08:00;9.5;35335980.3;8632.0
08:10;10.7;35336991.0;9485.0
08:20;10.7;35338001.7;7549.0
08:30;11.1;35339012.8;348.0
08:40;11.6;35340024.4;796.0
08:50;11.5;35341035.9;5923.0
09:00;11.7;35342047.6;8708.0
09:10;12.0;35343059.6;8322.0
09:20;12.2;35344071.8;3183.0
09:30;12.2;35345084.0;8096.0
09:40;12.4;35346096.4;5288.0
09:50;12.8;35347109.1;974.0
10:00;13.0;35348122.1;8528.0
10:10;12.9;35349135.0;9948.0
10:20;12.8;35350147.8;6016.0
10:30;13.2;35351161.0;2295.0
10:40;13.7;35352174.7;8851.0
10:50;13.4;35353188.1;5181.0
11:00;13.5;35354201.6;69.0
11:10;13.3;35355214.9;2477.0
11:20;13.3;35356228.3;6383.0
11:30;13.4;35357241.7;8409.0
11:40;13.2;35358254.9;3046.0
11:50;13.3;35359268.2;3212.0
12:00;13.6;35360281.9;7652.0
12:10;13.9;35361295.7;60.0
12:20;14.0;35362309.7;1002.0
12:30;14.0;35363323.7;7520.0
12:40;14.1;35364337.8;2124.0
12:50;14.2;35365352.0;9503.0
13:00;14.5;35366366.5;6123.0
13:10;14.4;35367380.9;5219.0
13:20;14.6;35368395.5;3002.0
13:30;14.6;35369410.0;2613.0
13:40;14.7;35370424.8;1149.0
13:50;14.7;35371439.5;2888.0
14:00;14.9;35372454.4;8420.0
14:10;15.0;35373469.4;6635.0
14:20;15.1;35374484.5;4128.0
14:30;15.1;35375499.6;6395.0
14:40;15.0;35376514.6;2362.0
14:50;15.1;35377529.7;1841.0
15:00;15.2;35378544.9;1660.0
15:10;15.3;35379560.2;99.0
15:20;15.3;35380575.6;1904.0
15:30;15.3;35381590.8;1711.0
15:40;15.1;35382606.0;5732.0
15:50;15.0;35383621.0;6308.0
16:00;15.0;35384636.0;6196.0
16:10;14.9;35385650.9;9887.0
16:20;15.0;35386665.9;6164.0
16:30;14.8;35387680.7;3580.0
16:40;14.5;35388695.2;8206.0
16:50;14.5;35389709.7;4452.0
17:00;14.4;35390724.1;6685.0
17:10;14.2;35391738.3;1860.0
17:20;14.1;35392752.4;440.0
17:30;13.8;35393766.2;4482.0
17:40;13.6;35394779.8;7179.0
17:50;13.5;35395793.3;9079.0
18:00;13.2;35396806.4;4503.0
18:10;12.7;35397819.1;442.0
18:20;12.5;35398831.6;1048.0
18:30;12.3;35399843.9;2681.0
18:40;12.0;35400856.0;3377.0
18:50;11.8;35401867.7;5361.0
19:00;11.7;35402879.4;797.0
19:10;11.5;35403890.9;5142.0
19:20;11.7;35404902.7;4637.0
19:30;11.3;35405914.0;9525.0
19:40;10.8;35406924.8;6428.0
19:50;11.1;35407935.9;1837.0
20:00;10.9;35408946.8;1600.0
20:10;10.6;35409957.4;2935.0
20:20;10.2;35410967.6;8369.0
20:30;10.3;35411977.9;9477.0
20:40;10.0;35412987.9;7522.0
20:50;9.9;35413997.8;3288.0
21:00;9.9;35415007.7;9231.0
21:10;9.7;35416017.4;571.0
21:20;9.6;35417027.0;8596.0
21:30;9.4;35418036.4;1650.0
21:40;9.4;35419045.8;6947.0
21:50;9.3;35420055.1;6705.0
22:00;9.2;35421064.3;878.0
22:10;9.1;35422073.4;3801.0
22:20;8.7;35423082.0;5925.0
22:30;8.8;35424090.8;2215.0
22:40;8.8;35425099.6;8501.0
22:50;8.6;35426108.2;3923.0
23:00;8.5;35427116.6;6065.0
23:10;8.1;35428124.7;9881.0
23:20;8.1;35429132.8;5652.0
23:30;8.4;35430141.2;2821.0
23:40;8.3;35431149.5;8859.0
23:50;8.4;35432157.9;445.0
